OrganizationFormalName,ActivityStartDate,ProjectName,MonitoringLocationName,Latitude,Logitude,ResultIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnit,AnalyticalMethod
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC10SW/BC10SD,47.92420151,-118.0859687,STORET-414885577,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/13/1998,Midnite Mine SMI Historical,EAST SEEP/SDED-05,47.93696821,-118.0896615,STORET-414870292,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/12/1998,Midnite Mine SMI Historical,SW-02/SDED-6,47.93726375,-118.0864391,STORET-414876596,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/15/1998,Midnite Mine SMI Historical,SW-39,47.94157485,-118.0934679,STORET-414877242,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,P402SW/P402SD,47.94742605,-118.0939815,STORET-414887368,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,ES02SP/ES02SD,47.93598622,-118.087344,STORET-414886292,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/12/1998,Midnite Mine SMI Historical,WDAC/SDWD-03,47.92671097,-118.0937029,STORET-414878575,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC07SW/BC07SD,47.91376212,-118.103752,STORET-414885173,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/12/1998,Midnite Mine SMI Historical,SW-5,47.92323415,-118.0904483,STORET-414877896,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,P303SW/P303SD,47.93971421,-118.0936335,STORET-414887238,Mercury,0.20000,ug/L,7470A
Lummi Tribe of the Lummi Reservation (Tribal),10/14/1998,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598672356,Chromium,0.00500,mg/L,6020
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,SW-4,47.92337255,-118.0899267,STORET-414873339,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/12/1998,Midnite Mine SMI Historical,SW-06/ED01-SD/ED01SW,47.92489647,-118.0912458,STORET-414878018,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/14/1998,Midnite Mine SMI Historical,SW-40,47.94824567,-118.0934277,STORET-414877553,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/16/1998,Midnite Mine SMI Historical,WDAC/SDWD-03,47.92671097,-118.0937029,STORET-414878509,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,SW-06/ED01-SD/ED01SW,47.92489647,-118.0912458,STORET-414885812,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/10/1998,Midnite Mine SMI Historical,CD SEEP/SDCD-01,47.93329009,-118.0936706,STORET-414876543,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,PP01SW/PP01SD,47.93400131,-118.093329,STORET-414886684,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/10/1998,Midnite Mine SMI Historical,SW-40,47.94824567,-118.0934277,STORET-414877376,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/14/1998,Midnite Mine SMI Historical,SW-39,47.94157485,-118.0934679,STORET-414877174,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/12/1998,Midnite Mine SMI Historical,SW-4,47.92337255,-118.0899267,STORET-414877265,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC03SW/BC03SD,47.89851768,-118.1283491,STORET-414885050,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/10/1998,Midnite Mine SMI Historical,SDCD-02/SW-12,47.92944033,-118.093124,STORET-414876060,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/8/1998,Midnite Mine SMI Historical,BP,47.93963278,-118.0879737,STORET-414869828,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,P401SW/P401SD,47.94796316,-118.0934649,STORET-414887347,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/19/1998,Midnite Mine SMI Historical,TL,47.93598447,-118.0390444,STORET-414878097,Mercury,0.00020,mg/L,7470A
Lummi Tribe of the Lummi Reservation (Tribal),6/3/1998,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598671065,Chromium,0.00600,mg/L,6020
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,MW-6,47.94000131,-118.0854868,STORET-414886643,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/15/1998,Midnite Mine SMI Historical,SW-4,47.92337255,-118.0899267,STORET-414873590,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/8/1998,Midnite Mine SMI Historical,WDSEEP/SDWD-01/SW10,47.93322975,-118.0973761,STORET-414874925,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/8/1998,Midnite Mine SMI Historical,CD SEEP/SDCD-01,47.93329009,-118.0936706,STORET-414876221,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/15/1998,Midnite Mine SMI Historical,SW-06/ED01-SD/ED01SW,47.92489647,-118.0912458,STORET-414874420,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/13/1998,Midnite Mine SMI Historical,WDSEEP/SDWD-01/SW10,47.93322975,-118.0973761,STORET-414875156,Mercury,0.00020,mg/L,7470A
Lummi Tribe of the Lummi Reservation (Tribal),10/14/1998,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598672355,Lead,0.00700,mg/L,6020
Spokane Tribe of the Spokane Reservation (Tribal),10/16/1998,Midnite Mine SMI Historical,SW-11,47.92864943,-118.0918304,STORET-414875578,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,WDAC/SDWD-03,47.92671097,-118.0937029,STORET-414878258,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,SW-06/ED01-SD/ED01SW,47.92489647,-118.0912458,STORET-414874167,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,MW-3,47.93114725,-118.0938878,STORET-414886604,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/15/1998,Midnite Mine SMI Historical,SW-40,47.94824567,-118.0934277,STORET-414877645,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/14/1998,Midnite Mine SMI Historical,SW-20,47.93404241,-118.0933412,STORET-414876931,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,P403SW/P403SD,47.94689904,-118.0939544,STORET-414887404,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,WDSEEP/SDWD-01/SW10,47.93322975,-118.0973761,STORET-414886068,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/10/1998,Midnite Mine SMI Historical,SW-20,47.93404241,-118.0933412,STORET-414876968,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),10/16/1998,Midnite Mine SMI Historical,SDCD-02/SW-12,47.92944033,-118.093124,STORET-414875999,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,SW-5,47.92323415,-118.0904483,STORET-414873714,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BC05SW/BC05SD,47.90403985,-118.1126151,STORET-414885118,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,BP01SW/BP01SD,47.93961848,-118.0879424,STORET-414887527,Mercury,0.20000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),11/12/1998,Midnite Mine SMI Historical,SW-11,47.92864943,-118.0918304,STORET-414875638,Mercury,0.00020,mg/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),4/1/1998,Midnite Mine E & E Historical,TR06SW/TR06SD,47.90032876,-118.1146404,STORET-414887653,Mercury,0.32000,ug/L,7470A
Spokane Tribe of the Spokane Reservation (Tribal),12/9/1998,Midnite Mine SMI Historical,SW-7,47.90096707,-118.1144579,STORET-414874550,Mercury,0.00020,mg/L,7470A
Lummi Tribe of the Lummi Reservation (Tribal),6/8/1994,Ground Water - Drinking Water Quality Program,GW145,48.81305556,-122.6983333,STORET-409526369,Arsenic,0.01000,mg/L,6020
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Basket,47.5212,-121.842,STORET-983700341,Arsenic,5.72000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/10/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036751607,Zinc,0.00410,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052896,Arsenic,0.00088,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Basket,47.5212,-121.842,STORET-983700344,Magnesium,6060.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A6,47.52230523,-121.8395362,STORET-983700405,Zinc,5.09000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A1,47.51589811,-121.8444247,STORET-983700305,Magnesium,1460.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res C8,47.5170893,-121.8402976,STORET-983700282,Copper,0.47200,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res C8,47.5170893,-121.8402976,STORET-983700281,Arsenic,2.29000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A1,47.51589811,-121.8444247,STORET-983700302,Arsenic,0.27600,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Parking Lot,47.5215,-121.843,STORET-983700323,Lead,0.33300,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052901,Iron,0.16400,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res CB1,47.5199,-121.849,STORET-983700362,Copper,7.08000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A1,47.51589811,-121.8444247,STORET-983700303,Copper,3.75000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res B7x,47.52191808,-121.8371192,STORET-983700423,Lead,0.17600,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052891,Lead,0.00014,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res B7x,47.52191808,-121.8371192,STORET-983700425,Zinc,20.20000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res CB1,47.5199,-121.849,STORET-983700365,Zinc,14.80000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res P1,47.52126147,-121.8426366,STORET-983700385,Zinc,11.90000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A6,47.52230523,-121.8395362,STORET-983700404,Magnesium,6110.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/10/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036751601,Arsenic,0.00430,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res B7x,47.52191808,-121.8371192,STORET-983700421,Arsenic,0.75200,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res P1,47.52126147,-121.8426366,STORET-983700383,Lead,0.24100,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A6,47.52230523,-121.8395362,STORET-983700403,Lead,0.29300,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Parking Lot,47.5215,-121.843,STORET-983700322,Copper,12.70000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/8/2023,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-1036751314,Copper,0.00110,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res CB1,47.5199,-121.849,STORET-983700363,Lead,0.73200,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Basket,47.5212,-121.842,STORET-983700342,Copper,3.07000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Parking Lot,47.5215,-121.843,STORET-983700325,Zinc,14.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052889,Copper,0.00050,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res P1,47.52126147,-121.8426366,STORET-983700381,Arsenic,6.15000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052902,Lead,0.00023,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052900,Copper,0.00107,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052888,Chromium,0.00017,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A6,47.52230523,-121.8395362,STORET-983700401,Arsenic,2.20000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res B7x,47.52191808,-121.8371192,STORET-983700424,Magnesium,6240.00000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052890,Iron,0.39200,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052899,Chromium,0.00031,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/2/2023,Surface Water - Nutrient Monitoring,SW003,48.80713259,-122.6626604,STORET-1036751128,Copper,0.00520,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/10/2023,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-1036751581,Copper,0.12000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/10/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036751602,Copper,0.19000,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A1,47.51589811,-121.8444247,STORET-983700301,Zinc,11.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Parking Lot,47.5215,-121.843,STORET-983700321,Arsenic,1.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Basket,47.5212,-121.842,STORET-983700345,Zinc,12.50000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res P1,47.52126147,-121.8426366,STORET-983700384,Magnesium,6190.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res C8,47.5170893,-121.8402976,STORET-983700284,Magnesium,4830.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res P1,47.52126147,-121.8426366,STORET-983700382,Copper,3.32000,ug/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),5/17/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052886,Arsenic,0.00045,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res CB1,47.5199,-121.849,STORET-983700361,Arsenic,2.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/9/2023,Surface Water - Nutrient Monitoring,SW006,48.71291178,-122.6267389,STORET-1036751457,Copper,0.02400,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Parking Lot,47.5215,-121.843,STORET-983700324,Magnesium,630.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/2/2023,Surface Water - Nutrient Monitoring,SW135,48.810719,-122.627383,STORET-1036751163,Copper,0.00130,mg/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res C8,47.5170893,-121.8402976,STORET-983700285,Zinc,6.84000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res C8,47.5170893,-121.8402976,STORET-983700283,Lead,0.39000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res Basket,47.5212,-121.842,STORET-983700343,Lead,0.25400,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res CB1,47.5199,-121.849,STORET-983700364,Magnesium,1040.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),5/9/2023,319,Res A1,47.51589811,-121.8444247,STORET-983700304,Lead,0.66200,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/24/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036752898,Arsenic,0.01300,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052907,Arsenic,0.00116,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052912,Iron,0.63600,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),7/6/2023,Surface Water - Nutrient Monitoring,SW006,48.71291178,-122.6267389,STORET-1036752179,Copper,0.32000,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052921,Chromium,0.00015,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/24/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036752899,Copper,0.04600,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/24/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036752901,Zinc,0.00390,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052918,Arsenic,0.00145,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052910,Chromium,0.00018,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Pend Oreille River,48.31751451,-117.2703707,STORET-992052923,Iron,0.05350,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/8/2023,Surface Water - Nutrient Monitoring,SW118,48.790678,-122.5907,STORET-1036752639,Copper,0.00200,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/1/2023,Surface Water - Nutrient Monitoring,SW135,48.810719,-122.627383,STORET-1036754941,Copper,0.02300,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/24/2023,Surface Water - Nutrient Monitoring,SW002,48.77171139,-122.6790879,STORET-1036752881,Copper,0.03500,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052911,Copper,0.00058,mg/L,200.8
Kalispel Indian Community of the Kalispel Reservation (Tribal),7/12/2023,Inorganics and Metals Sampling Project,Calispell Creek,48.34332808,-117.2951491,STORET-992052913,Lead,0.00025,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),8/24/2023,Surface Water - Regular Monitoring,SW001,48.79649636,-122.7063606,STORET-1036752900,Tin,0.00100,mg/L,200.8
